MOF,water_resistance
RSM4212,0.18833804317734
RSM4216,0.1449195744504871
RSM4230,0.33507147828972206
RSM4491,0.4611636981512225
RSM4509,0.0070079406265770895
str_m3_o5_o13_pcu_sym.93,0.9528655711385318
str_m3_o10_o16_pcu_sym.105,0.8881733732683132
str_m3_o10_o28_pcu_sym.35,0.8549603039887566
str_m3_o10_o28_pcu_sym.16,0.5000812351645686
str_m3_o10_o18_pcu_sym.55,0.5277557675455585
str_m3_o10_o17_pcu_sym.108,0.9315217875359854
str_m3_o10_o16_pcu_sym.41,0.9070616227511695
str_m3_o10_o16_pcu_sym.149,0.8666499899056488
str_m3_o10_o15_pcu_sym.33,0.002239956953310741
str_m2_o9_o19_pcu_sym.99,0.007226916165615534
str_m3_o10_o14_pcu_sym.41,0.4504575810612573
str_m3_o1_o9_pcu_sym.206,0.936578272291226
str_m3_o1_o6_pcu_sym.147,0.9222634296851421
str_m3_o10_o28_pcu_sym.50,0.747112361670879
str_m3_o10_o29_pcu_sym.121,0.8350723380422534
str_m3_o10_o29_pcu_sym.227,0.9300565522171307
str_m3_o10_o29_pcu_sym.37,0.8856553462854835
str_m3_o12_o13_pcu_sym.234,0.8527946911290176
str_m3_o12_o15_pcu_sym.174,0.18898121395663436
str_m3_o14_o14_pcu_sym.131,0.247158054332217
str_m3_o14_o16_pcu_sym.116,0.9252955993266218
str_m3_o14_o16_pcu_sym.244,0.6895296779112605
str_m3_o22_o22_pcu_sym.40,0.08939605936313408
str_m3_o4_o16_pcu_sym.143,0.9207723499887461
str_m3_o4_o17_pcu_sym.145,0.898536166361729
str_m3_o4_o22_pcu_sym.72,0.93251584956035
str_m3_o4_o5_pcu_sym.243,0.781620675909949
str_m3_o4_o9_pcu_sym.187,0.025979224653483686
str_m3_o1_o12_pcu_sym.96,0.33979274955553046
str_m2_o9_o19_pcu_sym.13,0.843218650349927
RSM4517,0.26817218833327244
str_m2_o10_o28_pcu_sym.57,0.9358559727641468
str_m2_o10_o26_pcu_sym.188,0.7662087123032395
str_m2_o10_o14_pcu_sym.22,0.9128693638420151
str_m2_o1_o9_pcu_sym.185,0.5704345896960377
str_m2_o1_o19_pcu_sym.61,0.8789642474561266
str_m2_o1_o17_pcu_sym.129,0.8812466357338061
RSM4599,0.86075882502648
str_m2_o9_o18_pcu_sym.31,0.38000935234976163
RSM4579,0.8727293241566061
RSM4565,0.37202736997010105
RSM4560,0.5375994274281438
RSM4556,0.9168901603194469
RSM4548,0.016994080530801283
str_m2_o10_o28_pcu_sym.58,0.8524317611271495
str_m2_o10_o29_pcu_sym.193,0.3472295118842279
str_m2_o10_o29_pcu_sym.238,0.7752282599489609
str_m2_o10_o29_pcu_sym.38,0.7334729778023868
str_m2_o10_o29_pcu_sym.64,0.8469237478718927
str_m2_o10_o29_pcu_sym.82,0.8788029552974179
str_m2_o13_o22_pcu_sym.93,0.9420344502012834
str_m2_o14_o14_pcu_sym.48,0.3048864345323466
str_m2_o14_o17_pcu_sym.222,0.8495091395416277
str_m2_o14_o22_pcu_sym.121,0.8972269232738953
str_m2_o14_o23_pcu_sym.139,0.8838067245492673
str_m2_o16_o16_pcu_sym.177,0.9130502430949355
str_m2_o4_o9_pcu_sym.40,0.9388623751517642
str_m2_o5_o29_pcu_sym.50,0.6579982802199235
str_m2_o5_o29_pcu_sym.83,0.7949473124234521
str_m2_o9_o14_pcu_sym.72,0.9441577770246913
RSM2201,0.290498949434985
RSM2422,0.016536722846377114
RSM0498,0.003119424494818264
RSM0658,0.013480998186489818
RSM0662,0.0024779125775951814
RSM0663,0.03503765940733873
RSM0664,0.029032552778828314
RSM0666,0.06210092037883202
RSM0674,0.006845431829157483
RSM0686,0.006527594249362805
RSM0699,0.3390425694710199
RSM0700,0.051748575735543687
RSM0706,0.769002537029312
RSM0728,0.04105024654852393
RSM0740,0.28758336398761675
RSM0748,0.9087538989661507
RSM0752,0.8583317169907863
RSM0753,0.03561679807409447
RSM0760,0.07591417189610415
RSM0765,0.07455865132195659
RSM0783,0.019871616423211176
RSM0788,0.4129880539531239
RSM0789,0.8316404969798405
RSM0794,0.5966875534446663
RSM0795,0.018970185512446544
RSM0796,0.8990762195985039
RSM0656,0.35660131125128175
RSM0647,0.1487001688145165
RSM0645,0.25711839217547644
RSM0576,0.019329340832287017
RSM0508,0.034019431370806895
RSM0516,0.009595412158114987
RSM0532,0.0009829807030269574
RSM0537,0.3854438745052802
RSM0544,0.009194434927544074
RSM0545,0.04180834193232303
RSM0549,0.0006942146533219176
RSM0551,0.11060613373860272
RSM0557,0.3243417789111768
RSM0568,0.0034510981714376263
RSM0572,0.9178654894832623
RSM0573,0.009626977688413474
RSM0583,0.008392145897427043
RSM0644,0.02281680238828368
RSM0594,0.0029657492259738487
RSM0602,0.5207115829358856
RSM0622,0.0022322927701614345
RSM0628,0.013709857364415686
RSM0631,0.026303923723876528
RSM0632,0.00022483458598316955
RSM0633,0.7371358503170387
RSM0634,0.04115783492530691
RSM0637,0.023105301748774135
RSM0641,0.30635755200934267
RSM0811,0.2197860068925211
RSM0816,0.021628290817577375
RSM1064,0.008324441508307794
RSM0996,0.08386937159673327
RSM1002,0.0012907227376726916
RSM1005,0.08085339552776107
RSM1007,0.032931213966480306
RSM1028,0.8869979123765762
RSM1030,0.8720725303686632
RSM1035,0.0614710082776352
RSM1050,0.4727415610599831
RSM1053,0.8385939858165203
RSM1055,0.10875181177729193
RSM1056,0.023999004754170862
RSM1066,0.13687472813116666
RSM0975,0.9315929382684945
RSM1069,0.10540288138634456
RSM1072,0.02873873355597324
RSM1075,0.028180369101678863
RSM1078,0.0007073920710964036
RSM1080,0.052848124215264795
RSM1089,0.027051268653081335
RSM1096,0.4044292213342121
RSM1107,0.9505489852945324
RSM1110,0.0008309490974615773
RSM1112,0.5944769434897583
RSM0981,0.06723669238066152
RSM0969,0.09982285483419834
RSM0825,0.00875309333822645
RSM0892,0.765479709218726
RSM0830,0.05260772979101969
RSM0841,0.07029465448370772
RSM0844,0.019951413391873413
RSM0848,0.002581039368751132
RSM0850,0.0019033735948272834
RSM0851,0.0023867643044836835
RSM0853,0.8534241754968123
RSM0858,0.9429221546144678
RSM0860,0.9711221122112237
RSM0862,0.9443267277817288
RSM0871,0.7078998757322919
RSM0881,0.0077876177603279076
RSM0888,0.004486830163609032
RSM0895,0.018787050630088023
RSM0966,0.22189903723447152
RSM0913,0.2086946631638806
RSM0915,0.005838624504933153
RSM0919,0.9611983644838044
RSM2175,0.012719349303801763
RSM0937,0.005684378788452555
RSM0938,0.029545791869742676
RSM0946,0.004319028414588566
RSM0953,1.0058657756597746
RSM0956,0.9362731931194238
RSM0962,0.19809285127841023
RSM0964,0.007142607051573781
RSM0505,0.2610685455818975
RSM0497,0.000604480830578923
RSM1121,0.9438807588700868
RSM0496,0.007319085413742134
RSM0042,0.005444542571348873
RSM0047,0.015424934334019392
RSM0055,0.02576380545193863
RSM0056,0.9112985117821741
RSM0059,0.01245399406602464
RSM0079,0.020765613658598227
RSM0081,0.027119467797078668
RSM0086,0.039094509307129946
RSM0096,0.014333306130197655
RSM0097,0.021673226376021024
RSM0107,0.030562874452696825
RSM0109,0.043287868035851364
RSM0118,0.07334802525224358
RSM0136,0.063821454473552
RSM0145,1.01916801737313
RSM0158,0.566444469699612
RSM0171,0.024358941968934757
RSM0172,0.337107324435936
RSM0175,0.016299790007844702
RSM0191,0.00021389716701358572
RSM0199,0.002301422356074158
RSM0220,0.07372436949544403
RSM0226,0.6230123741643899
RSM0227,0.9924375305518189
RSM0022,1.0064243594098548
RSM0011,0.01347530117225369
ddmof_22800,0.8172789868369902
CALF20,0.11178711713608304
Ca-SQA,0.7659652976628395
CAU10,0.09973872347274126
CAU21,0.32890544157263407
CuAlPyC,0.32968069036167164
DAZMID,0.506633983545044
ddmof_16520,0.006228522008856051
ddmof_16703,0.6771361347543513
ddmof_21502,0.01977074400060218
ddmof_2168,0.0008972563155677958
ddmof_22214,0.12982839930214823
ddmof_22900,0.001855611748926396
MIL-96-Al,0.05007119811921471
ddmof_23350,0.2599734329776719
ddmof_23421,0.06498193012983774
ddmof_23639,0.16050446998723206
ddmof_23741,0.16887741523394104
ddmof_3313,0.827167824333407
ddmof_6878,0.0006300154640159438
ddmof_6949,0.0005431654704657787
MgMOF74,0.0010668777478555125
MIL-160-Al,0.025369793270371397
MIL-53-NH2-Al,0.050617039102003526
RSM0228,0.3622725735542733
RSM0229,0.00858138548163772
RSM0230,0.36232604373756855
RSM0453,0.621264190467598
RSM0400,0.013356259997669371
RSM0402,0.00216713333867862
RSM0418,0.10473812641116627
RSM0423,0.05476052373843463
RSM0424,0.891386382280551
RSM0426,0.008536558339155544
RSM0431,0.019524143145877138
RSM0433,0.01186292611942778
RSM0439,0.0035559634649341993
RSM0441,0.4548380537590924
RSM0444,0.008375225745041912
RSM0445,0.9110535405765974
RSM0454,0.004116300131013269
RSM0386,0.012904667069586115
RSM0455,0.17900502925135764
RSM0457,0.011845661891131364
RSM0458,0.03570013635017954
RSM0460,0.0008458037052501129
RSM0462,0.0011409396705099673
RSM0464,0.00983346734409809
RSM0473,0.0020663272990877704
RSM0478,0.021674650899225236
RSM0488,0.03559092234125186
RSM0492,0.43288030408948386
RSM0493,0.007460267898356372
RSM0398,0.016433557528669936
RSM0234,0.4985721538266158
RSM0290,0.0008029901824881188
RSM0235,0.014290907121268789
RSM0239,0.01501686364332373
RSM0243,0.002175368119536886
RSM0248,0.012630332451313144
RSM0270,0.02650431702457385
RSM0278,0.015716413338106437
RSM0281,0.6780994254827968
RSM0285,0.008662596362199643
RSM0288,0.0057944178762723356
RSM0299,0.022795405301118902
RSM0369,0.9273694476460513
RSM0304,0.19086398215080355
RSM0308,0.06584560755348916
RSM0309,0.08331526444781627
RSM0313,0.012764004092636727
RSM0316,0.01867072243436871
RSM0322,0.0016807249906086992
RSM0324,0.12645336402734259
RSM0328,0.038085473701545504
RSM0331,0.008610229857619514
RSM0337,0.007448149922556753
RSM0366,0.9267101811724776
RSM1114,0.005590594477245455
RSM0921,0.835084124585886
RSM1647,0.9603631906923761
RSM1686,0.002282147786339428
RSM1635,0.49220169784293644
RSM1638,0.009651707051157782
RSM1639,0.0028666807390065837
RSM1644,0.004571667696754219
RSM1124,0.8976603630311166
RSM1654,0.8941211095578026
RSM1657,0.2776804072252189
RSM1676,0.007256848392553104
RSM1677,0.002369327111129628
RSM1683,0.00653811399857943
RSM1694,0.0009247261497819441
RSM1795,0.0414399301992552
RSM1710,0.9635054066064239
RSM1718,0.19463517549029175
RSM1724,0.9198116851123053
RSM1728,0.008966669184629635
RSM1734,0.15180218914525678
RSM1738,0.9173192032185422
RSM1742,0.02320308225088353
RSM1762,0.04619270048597058
RSM1768,0.017679304632410645
RSM1769,0.24111699566682313
RSM1774,0.8289015895886004
RSM1630,0.004204801142999248
RSM1627,0.031521985444608186
RSM1614,0.03392104432436345
RSM1460,0.8423246028601793
RSM1461,0.09096602096668366
RSM1481,0.02471745891503916
RSM1498,0.013999270871308577
RSM1501,0.04230089795916482
RSM1509,0.01664226360897934
RSM1516,0.3604640873625262
RSM1521,0.023201096220667333
RSM1536,0.007127952366389959
RSM1541,0.9766100637183696
RSM1542,0.002909665354729456
RSM1559,0.11856989748697952
RSM1564,0.10041370423537875
RSM1568,0.006757339246324728
RSM1576,0.006357719450968133
RSM1577,0.06231067615856026
RSM1579,0.003983570127246825
RSM1585,0.002210196798539104
RSM1586,0.02050090664534191
RSM1600,0.05842460615090002
RSM1609,0.19839538322891204
RSM1611,0.023854099857257987
RSM1788,0.2469303135343116
RSM1797,0.05047870395166711
RSM1427,0.013483565095093632
RSM2006,0.2725182403167735
RSM2008,0.050906939533568014
RSM2009,0.7699408090339123
RSM2012,0.006574356060843514
RSM2021,0.42060945860929516
RSM2032,0.006712533231406917
RSM2036,0.011511946768491552
RSM2037,0.7771508715688221
RSM2038,0.9189379462938752
RSM2044,0.2635801882308159
RSM2047,0.43052937515230943
RSM2058,0.08721927061521273
RSM1799,0.24375160132590426
RSM2076,0.9035402618367113
RSM2080,0.02748368534041094
RSM2082,0.003929052186433255
RSM2087,0.004875365961697721
RSM2113,0.00911235663494178
RSM2114,8.777538171454579e-05
RSM2156,0.051858368032904945
RSM2160,0.022872893965459315
RSM2164,0.3359019863627846
RSM2167,0.09175574000704867
RSM2002,0.004887722632941222
RSM1987,0.17621638346317564
RSM1984,0.9457324623201548
RSM1812,0.7892248274083212
RSM1814,0.4831144616725782
RSM1818,0.4505084120851363
RSM1840,0.36792746467998616
RSM1847,0.002193800071614631
RSM1848,0.9277533626315089
RSM1870,0.0021463641879055
RSM1877,0.8800392690882604
RSM1886,0.02081776495811886
RSM1889,0.0302515279978917
RSM1890,0.913306504990599
RSM1911,0.011371249202925203
RSM1916,0.015511701810136851
RSM1926,0.06036114389845241
RSM1927,0.24151238043755796
RSM1935,0.9002947626171041
RSM1974,0.40035433025908795
RSM1976,0.08585042523434035
RSM1978,0.0064596231252517095
RSM1979,0.05876741024021939
RSM1982,0.10091027306483108
RSM1431,0.09162034027072727
ZnTBAPy4,0.2583201239321963
RSM1226,0.07771233136994109
RSM1274,0.029449702355163476
RSM1253,0.06632131467720534
RSM1254,0.06616737786292738
RSM1255,0.00738644002724017
RSM1265,0.08745872696981742
RSM1269,0.0454785804386547
RSM1271,0.2958873734620737
RSM1276,0.957055011557761
RSM1238,0.018119536914412718
RSM1279,0.11494898942475615
RSM1291,0.9546567135330362
RSM1301,0.15805978791203912
RSM1306,0.006640471322542582
RSM1320,0.01341721965817843
RSM1327,0.002924255349419748
RSM1333,0.10323176232341297
RSM1245,0.8160956503466044
RSM1146,0.13754324538368834
RSM1339,0.12462063341316484
RSM1171,0.8766706416436976
RSM1195,0.008779887927905388
RSM1197,0.9155752293159302
RSM1207,0.7216678666828572
RSM1213,0.000751336734529288
RSM1214,0.9477484139648911
RSM1215,0.02563987527759737
RSM1185,0.5306159666427512
RSM1173,0.10010949336550724
RSM1216,0.3593228370896124
RSM1149,0.32930120616118297
RSM1167,0.5127666348221943
RSM1223,0.04305269936927627
RSM1158,0.6406500895012843
RSM1232,0.005763736398540231
RSM1235,0.05022401681508933
RSM1150,0.0003798244630653108
RSM1336,0.011381993330863148
RSM1284,0.9051136336616935
RSM1352,0.95949861952644
RSM1391,0.014068213467325228
RSM1142,0.06102025072825655
RSM1386,0.008006606664959275
RSM1141,0.3712988793292031
RSM1362,0.001357099224583849
RSM1344,0.09241084054283315
RSM1371,0.5700709518566959
RSM1418,0.5492070842025004
RSM1374,0.4567371415732553
RSM1135,0.010621507215508181
RSM1351,0.05829247532135037
